,ADO,ARE,AFG,ATG,ALB,ARM,AGO,ARG,ASM,AUT,AUS,ABW,AZE,BIH,BRB,BGD,BEL,BFA,BGR,BHR,BDI,BEN,BMU,BRN,BOL,BRA,BHS,BTN,BWA,BLR,BLZ,CAN,ZAR,CAF,COG,CHE,CIV,CHL,CMR,CHN,COL,CRI,CHI,CUB,CPV,CUW,CYP,CZE,DEU,DJI,DNK,DMA,DOM,DZA,ECU,EST,EGY,ERI,ESP,ETH,FIN,FJI,FSM,FRO,FRA,GAB,GBR,GRD,GEO,GHA,GRL,GMB,GIN,GNQ,GRC,GTM,GUM,GNB,GUY,HKG,HND,HRV,HTI,HUN,IDN,IRL,ISR,IMY,IND,IRQ,IRN,ISL,ITA,JAM,JOR,JPN,KEN,KGZ,KHM,KIR,COM,KNA,PRK,KOR,KWT,CYM,KAZ,LAO,LBN,LCA,LIE,LKA,LBR,LSO,LTU,LUX,LVA,LBY,MAR,MCO,MDA,MNE,MAF,MDG,MHL,MKD,MLI,MMR,MNG,MNP,MRT,MLT,MUS,MDV,MWI,MEX,MYS,MOZ,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAN,PER,PYF,PNG,PHL,PAK,POL,PRI,PRT,PLW,PRY,QAT,ROM,SRB,RUS,RWA,SAU,SLB,SYC,SDN,SWE,SGP,SVN,SVK,SLE,SMR,SEN,SOM,SUR,SSD,STP,SLV,SXM,SYR,SWZ,TCA,TCD,TGO,THA,TJK,TMP,TKM,TUN,TON,TUR,TTO,TUV,TWN,TZA,UKR,UGA,USA,URY,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1988-01-01,14300.0,22500.0,,5420.0,677.0,,680.0,3980.0,,17500.0,14300.0,,,,5980.0,260.0,16500.0,313.0,2560.0,7960.0,205.0,346.0,24300.0,11100.0,709.0,2290.0,11400.0,549.0,2030.0,,1760.0,18800.0,271.0,453.0,980.0,31700.0,906.0,1930.0,1100.0,282.0,1230.0,2070.0,,2640.0,772.0,,7650.0,,17900.0,755.0,22400.0,2000.0,773.0,2370.0,1350.0,,649.0,,9690.0,243.0,22100.0,1540.0,1360.0,,17700.0,4280.0,16000.0,1880.0,,375.0,16400.0,316.0,431.0,286.0,7630.0,923.0,,169.0,564.0,10600.0,857.0,,,,515.0,10700.0,9880.0,,362.0,3750.0,2180.0,24700.0,15700.0,1620.0,2130.0,24600.0,382.0,,,455.0,528.0,3090.0,,4810.0,10300.0,,,150.0,1240.0,2050.0,41400.0,420.0,478.0,278.0,,26300.0,,,1030.0,68400.0,,,,225.0,1600.0,,253.0,,1530.0,,500.0,5810.0,2050.0,830.0,159.0,2220.0,2050.0,157.0,1920.0,12700.0,312.0,256.0,664.0,17400.0,24200.0,202.0,13800.0,4990.0,2040.0,720.0,14200.0,923.0,644.0,368.0,,7540.0,5620.0,,1010.0,13600.0,1750.0,,,340.0,5840.0,1050.0,4120.0,635.0,24200.0,9320.0,,,270.0,,706.0,167.0,2950.0,,,806.0,,902.0,864.0,,266.0,385.0,1120.0,,,859.0,1280.0,1130.0,1740.0,3730.0,,,219.0,1450.0,399.0,21500.0,2680.0,,1540.0,3110.0,11500.0,402.0,1070.0,824.0,,3400.0,501.0,793.0
1989-01-01,15200.0,24300.0,,6030.0,723.0,,995.0,2380.0,,17400.0,17800.0,,,,6590.0,266.0,16600.0,305.0,2450.0,8030.0,204.0,311.0,25500.0,12000.0,711.0,2890.0,12200.0,521.0,2300.0,,1980.0,20600.0,267.0,433.0,1030.0,30300.0,833.0,2190.0,951.0,309.0,1210.0,2290.0,,2570.0,773.0,,8040.0,,17700.0,731.0,21800.0,2150.0,942.0,2180.0,1400.0,,718.0,,10700.0,247.0,24000.0,1630.0,1440.0,,17700.0,4540.0,16200.0,2200.0,,369.0,16800.0,322.0,423.0,244.0,7880.0,968.0,,214.0,521.0,12100.0,748.0,,,,578.0,11200.0,9870.0,,354.0,3850.0,2080.0,22700.0,16300.0,1850.0,1380.0,24500.0,365.0,,,425.0,493.0,3510.0,,5860.0,11800.0,,,173.0,1020.0,2290.0,39400.0,415.0,368.0,288.0,,27700.0,,,1030.0,68600.0,,,,223.0,1590.0,,257.0,,1670.0,,498.0,6040.0,2080.0,905.0,175.0,2640.0,2190.0,173.0,1870.0,13100.0,290.0,260.0,250.0,17100.0,24300.0,199.0,13300.0,5380.0,2010.0,1030.0,13600.0,874.0,705.0,372.0,,8060.0,6060.0,,1110.0,14000.0,1790.0,,3430.0,333.0,6090.0,1100.0,4390.0,610.0,25300.0,10700.0,,,234.0,,674.0,174.0,1360.0,,,830.0,,815.0,836.0,,249.0,367.0,1290.0,,,854.0,1270.0,1120.0,2020.0,3560.0,,,184.0,1600.0,312.0,22900.0,2730.0,,1660.0,2190.0,13000.0,97.2,1010.0,759.0,,3620.0,522.0,815.0
1990-01-01,18900.0,28100.0,,6330.0,639.0,637.0,968.0,4330.0,,21600.0,18200.0,,1240.0,,7800.0,291.0,20700.0,352.0,2380.0,8530.0,202.0,392.0,26800.0,13700.0,716.0,3090.0,12400.0,560.0,2740.0,1700.0,2200.0,21300.0,268.0,495.0,1170.0,38300.0,891.0,2390.0,924.0,316.0,1210.0,2400.0,,2700.0,872.0,,9640.0,3900.0,22200.0,767.0,26900.0,2340.0,976.0,2360.0,1510.0,,766.0,,13800.0,253.0,28400.0,1840.0,1530.0,,21800.0,6290.0,19100.0,2300.0,1620.0,403.0,18300.0,346.0,443.0,300.0,9670.0,860.0,,240.0,547.0,13500.0,622.0,,,,641.0,14000.0,11300.0,,376.0,10300.0,2060.0,25700.0,20800.0,1920.0,1310.0,25100.0,366.0,609.0,,400.0,606.0,3900.0,,6640.0,8950.0,,1650.0,204.0,1050.0,2870.0,49500.0,472.0,183.0,341.0,,34900.0,,6790.0,1160.0,84300.0,972.0,,,267.0,1660.0,2230.0,304.0,,1170.0,,504.0,7190.0,2510.0,996.0,199.0,3050.0,2420.0,185.0,1980.0,14800.0,320.0,322.0,244.0,20900.0,28200.0,200.0,13700.0,6460.0,2140.0,1180.0,16000.0,774.0,715.0,360.0,1700.0,8650.0,7890.0,5100.0,1340.0,15400.0,1650.0,,3490.0,353.0,7210.0,970.0,5270.0,481.0,30200.0,12800.0,,2400.0,161.0,,761.0,145.0,955.0,,,898.0,,989.0,1290.0,,292.0,430.0,1510.0,496.0,,881.0,1510.0,1190.0,2790.0,4150.0,980.0,,172.0,1570.0,245.0,24000.0,2990.0,651.0,1840.0,2380.0,15100.0,98.0,1080.0,772.0,479.0,3180.0,419.0,840.0
1991-01-01,19500.0,27000.0,,6580.0,349.0,589.0,1070.0,5740.0,,22400.0,18800.0,,1210.0,,7710.0,282.0,21100.0,346.0,1270.0,9060.0,203.0,383.0,27700.0,14000.0,768.0,2680.0,11900.0,467.0,2770.0,1750.0,2320.0,21600.0,,462.0,1110.0,38300.0,837.0,2710.0,1000.0,331.0,1210.0,2270.0,,2280.0,889.0,,9700.0,2870.0,23300.0,755.0,27000.0,2550.0,1320.0,1700.0,1640.0,,644.0,,14800.0,271.0,25500.0,1880.0,1680.0,,21800.0,5560.0,19900.0,2500.0,1310.0,439.0,18300.0,727.0,475.0,287.0,10300.0,1030.0,,247.0,466.0,15500.0,609.0,,479.0,3330.0,705.0,14100.0,12000.0,,310.0,,,27100.0,21900.0,1710.0,1230.0,28500.0,336.0,576.0,,661.0,584.0,4010.0,,7680.0,5510.0,,1510.0,235.0,1620.0,3080.0,51000.0,521.0,168.0,374.0,,37200.0,,7340.0,1220.0,83700.0,835.0,,,223.0,1700.0,2340.0,298.0,,1070.0,,694.0,7690.0,2670.0,1100.0,228.0,3580.0,2630.0,198.0,2050.0,15100.0,291.0,279.0,351.0,21400.0,28600.0,211.0,12200.0,6020.0,2300.0,1520.0,16200.0,889.0,716.0,398.0,2190.0,9060.0,8960.0,5420.0,1600.0,14200.0,1250.0,,3430.0,274.0,7850.0,999.0,5290.0,429.0,31400.0,14500.0,,2680.0,192.0,,725.0,,1090.0,,,979.0,,1010.0,1300.0,,306.0,412.0,1720.0,468.0,,848.0,1570.0,1390.0,2750.0,4360.0,1030.0,,194.0,1490.0,183.0,24400.0,3580.0,659.0,1970.0,2560.0,15900.0,143.0,1250.0,765.0,479.0,3350.0,420.0,805.0
1992-01-01,20500.0,26900.0,,6680.0,218.0,369.0,514.0,6820.0,,24800.0,18600.0,,676.0,,7480.0,282.0,23500.0,241.0,1210.0,9090.0,184.0,315.0,28700.0,15400.0,792.0,2530.0,11700.0,475.0,2830.0,1670.0,2660.0,20700.0,,463.0,1170.0,39400.0,861.0,3240.0,891.0,365.0,1420.0,2650.0,,2050.0,968.0,,11300.0,3340.0,26300.0,760.0,29500.0,2700.0,1500.0,1740.0,1710.0,,717.0,143.0,16100.0,204.0,22300.0,2060.0,1760.0,,23900.0,5600.0,20500.0,2580.0,757.0,415.0,18800.0,729.0,488.0,337.0,11200.0,1120.0,,213.0,509.0,18000.0,660.0,,305.0,3710.0,752.0,15700.0,12800.0,,324.0,,,27400.0,23200.0,1460.0,1420.0,31000.0,328.0,513.0,,677.0,614.0,4400.0,,8140.0,,,1520.0,251.0,1970.0,3370.0,55300.0,557.0,110.0,434.0,,41200.0,,7600.0,1240.0,91700.0,625.0,,,247.0,1840.0,1160.0,343.0,,587.0,,684.0,8370.0,2970.0,1250.0,184.0,4050.0,3080.0,137.0,2280.0,16300.0,284.0,291.0,413.0,23500.0,30500.0,179.0,11800.0,6340.0,2560.0,1550.0,17300.0,1000.0,815.0,415.0,2410.0,9660.0,10800.0,5190.0,1600.0,15600.0,1100.0,,3100.0,310.0,7900.0,1150.0,6050.0,257.0,32300.0,16100.0,,2910.0,169.0,,751.0,,966.0,,,1080.0,,1000.0,1420.0,,297.0,425.0,1930.0,346.0,,824.0,1830.0,1440.0,2850.0,4470.0,1070.0,,174.0,1420.0,152.0,25500.0,4080.0,604.0,2160.0,2830.0,16800.0,144.0,1260.0,799.0,496.0,3560.0,387.0,615.0
1993-01-01,16500.0,26200.0,,7040.0,381.0,357.0,464.0,6970.0,,24000.0,17700.0,,530.0,,7820.0,289.0,22400.0,244.0,1280.0,9710.0,156.0,407.0,30900.0,14700.0,786.0,2790.0,11400.0,453.0,2760.0,1590.0,2820.0,19900.0,,409.0,744.0,38000.0,826.0,3420.0,1030.0,376.0,1580.0,2910.0,,2070.0,1290.0,,10500.0,3920.0,25500.0,726.0,27600.0,2810.0,1690.0,1770.0,1750.0,,785.0,140.0,13400.0,165.0,17600.0,2170.0,1910.0,,22500.0,4270.0,18400.0,2550.0,550.0,375.0,16800.0,749.0,460.0,329.0,10400.0,1200.0,,217.0,611.0,20400.0,655.0,,249.0,3850.0,840.0,14600.0,12500.0,,309.0,,1020.0,23800.0,18700.0,2000.0,1440.0,35500.0,223.0,449.0,251.0,653.0,594.0,4740.0,,8870.0,,,1430.0,287.0,2600.0,3430.0,55900.0,586.0,79.9,426.0,,41800.0,,6730.0,1150.0,85400.0,640.0,,,267.0,1990.0,1290.0,314.0,,340.0,,567.0,7430.0,2970.0,1380.0,211.0,5500.0,3400.0,136.0,2060.0,16600.0,188.0,153.0,395.0,22700.0,28000.0,187.0,13100.0,6110.0,2740.0,1480.0,17700.0,1110.0,817.0,428.0,2450.0,10200.0,9540.0,4640.0,1580.0,14500.0,1160.0,,2930.0,325.0,7440.0,1210.0,6520.0,315.0,24100.0,18300.0,,3090.0,193.0,,690.0,,1010.0,,,1240.0,,1010.0,1470.0,,224.0,302.0,2150.0,293.0,,796.0,1700.0,1450.0,3180.0,3680.0,1050.0,,156.0,1260.0,166.0,26500.0,4720.0,597.0,2210.0,2750.0,18700.0,189.0,1180.0,796.0,391.0,3580.0,389.0,585.0
1994-01-01,16200.0,26600.0,,7510.0,619.0,400.0,346.0,7480.0,,25600.0,18100.0,17300.0,436.0,343.0,8200.0,288.0,24300.0,193.0,1150.0,10100.0,151.0,276.0,31500.0,14200.0,801.0,3500.0,11800.0,529.0,2760.0,1460.0,2870.0,19800.0,143.0,266.0,668.0,41700.0,602.0,3880.0,681.0,472.0,2270.0,3110.0,,2620.0,1040.0,,11600.0,4580.0,27100.0,753.0,30000.0,3020.0,1850.0,1480.0,2050.0,,862.0,158.0,13500.0,126.0,20300.0,2380.0,1910.0,,23600.0,3980.0,19700.0,2630.0,517.0,333.0,18100.0,720.0,450.0,236.0,11100.0,1330.0,,211.0,745.0,22500.0,629.0,,282.0,4150.0,926.0,15900.0,13800.0,,355.0,,1130.0,24300.0,19300.0,2010.0,1540.0,38800.0,268.0,372.0,268.0,746.0,409.0,5230.0,,10300.0,,,1320.0,325.0,3230.0,3560.0,64100.0,655.0,65.5,438.0,,45800.0,,6150.0,1280.0,89400.0,461.0,,,228.0,2140.0,1720.0,201.0,,406.0,,580.0,8150.0,3200.0,1490.0,120.0,5640.0,3690.0,140.0,2260.0,16000.0,177.0,171.0,848.0,24200.0,29300.0,203.0,15300.0,6120.0,2860.0,1860.0,16600.0,1200.0,942.0,420.0,2820.0,10900.0,9980.0,4970.0,1680.0,14900.0,1320.0,,2660.0,132.0,7380.0,1330.0,6580.0,440.0,25700.0,21600.0,,3760.0,231.0,,457.0,,1410.0,,,1420.0,,726.0,1500.0,,175.0,235.0,2470.0,236.0,,625.0,1780.0,2020.0,2270.0,3960.0,1180.0,,160.0,1010.0,199.0,27800.0,5460.0,576.0,2250.0,2610.0,,230.0,1340.0,1310.0,289.0,3650.0,424.0,603.0
1995-01-01,18500.0,28000.0,,7230.0,761.0,456.0,416.0,7410.0,,30300.0,20400.0,16400.0,397.0,530.0,8600.0,317.0,28500.0,236.0,1550.0,10400.0,161.0,362.0,34000.0,16000.0,879.0,4850.0,12200.0,595.0,2990.0,1370.0,3000.0,20500.0,134.0,341.0,778.0,48500.0,774.0,4940.0,627.0,608.0,2530.0,3370.0,,2780.0,1220.0,,15200.0,5770.0,31700.0,750.0,35400.0,3140.0,2050.0,1420.0,2160.0,3040.0,984.0,170.0,15600.0,134.0,26300.0,2540.0,2070.0,,27000.0,4590.0,21300.0,2760.0,569.0,386.0,21700.0,738.0,471.0,321.0,12900.0,1470.0,,223.0,854.0,23500.0,699.0,4790.0,359.0,4470.0,1040.0,19100.0,17900.0,12700.0,384.0,,1500.0,26900.0,20600.0,2340.0,1600.0,42500.0,330.0,364.0,320.0,754.0,498.0,5380.0,,12400.0,17100.0,,1290.0,362.0,3860.0,3810.0,78800.0,718.0,64.8,490.0,,53200.0,2370.0,5380.0,1370.0,102000.0,477.0,,,235.0,2360.0,2260.0,274.0,,632.0,,606.0,9720.0,3600.0,1630.0,140.0,3600.0,4290.0,141.0,2380.0,18700.0,205.0,263.0,889.0,28800.0,34900.0,214.0,17400.0,6410.0,2870.0,2170.0,18500.0,983.0,1060.0,479.0,3610.0,11600.0,11800.0,5520.0,1890.0,16200.0,1560.0,,2670.0,228.0,7670.0,1450.0,6750.0,462.0,29900.0,24900.0,10700.0,4800.0,222.0,,560.0,,1590.0,,,1650.0,,795.0,1760.0,,207.0,306.0,2850.0,213.0,,593.0,2010.0,2110.0,2900.0,4250.0,1190.0,,181.0,936.0,278.0,28800.0,5980.0,586.0,2460.0,3390.0,,288.0,1390.0,1320.0,284.0,3970.0,431.0,611.0
1996-01-01,19000.0,29800.0,,7700.0,951.0,503.0,604.0,7720.0,,29700.0,21900.0,16600.0,409.0,799.0,9140.0,379.0,27600.0,249.0,1210.0,10500.0,138.0,382.0,44800.0,16900.0,947.0,5190.0,12700.0,617.0,2990.0,1450.0,3020.0,21100.0,134.0,301.0,908.0,46600.0,830.0,5170.0,680.0,707.0,2610.0,3320.0,,2280.0,1230.0,,15100.0,6470.0,30500.0,731.0,35700.0,3320.0,2230.0,1570.0,2180.0,3350.0,1090.0,200.0,16200.0,145.0,25800.0,2710.0,2020.0,,27000.0,5140.0,22400.0,2920.0,670.0,404.0,21400.0,774.0,478.0,509.0,13700.0,1540.0,,232.0,965.0,24800.0,705.0,5270.0,364.0,4500.0,1150.0,20800.0,19200.0,14000.0,411.0,,1800.0,28000.0,23000.0,2600.0,1600.0,37400.0,427.0,395.0,316.0,876.0,483.0,5660.0,,13300.0,19900.0,30200.0,1350.0,376.0,4460.0,3800.0,80000.0,758.0,72.5,459.0,,52200.0,2440.0,5760.0,1500.0,101000.0,462.0,,,288.0,2160.0,2240.0,284.0,,581.0,,600.0,9850.0,3900.0,1800.0,225.0,4090.0,4740.0,197.0,2310.0,18300.0,209.0,315.0,906.0,28500.0,37300.0,214.0,18800.0,7020.0,3310.0,2220.0,18000.0,1060.0,1160.0,487.0,4070.0,12200.0,12200.0,6110.0,1990.0,17700.0,1560.0,,2640.0,233.0,8370.0,1530.0,6580.0,293.0,32600.0,26300.0,10800.0,5180.0,240.0,,567.0,,1950.0,,,1780.0,,935.0,1630.0,,223.0,334.0,3050.0,178.0,,558.0,2150.0,2280.0,3050.0,4580.0,1330.0,,217.0,873.0,282.0,30100.0,6320.0,601.0,2600.0,3030.0,,337.0,1430.0,1460.0,371.0,3690.0,396.0,722.0
1997-01-01,18400.0,30200.0,,8030.0,698.0,523.0,598.0,8210.0,,26600.0,23500.0,17900.0,506.0,1040.0,9630.0,386.0,25000.0,230.0,1350.0,10600.0,153.0,357.0,48500.0,16800.0,993.0,5310.0,17300.0,702.0,3030.0,1400.0,2990.0,21700.0,138.0,274.0,807.0,40400.0,779.0,5570.0,669.0,779.0,2810.0,3510.0,,2300.0,1170.0,,14200.0,5980.0,27000.0,731.0,32800.0,3470.0,2370.0,1590.0,2390.0,3610.0,1240.0,193.0,14900.0,142.0,24700.0,2640.0,1910.0,,24400.0,4680.0,24700.0,3020.0,775.0,392.0,19100.0,713.0,456.0,939.0,13300.0,1700.0,,225.0,1020.0,27300.0,797.0,5210.0,410.0,4570.0,1080.0,22500.0,19400.0,16000.0,427.0,,1680.0,28100.0,21800.0,2950.0,1630.0,34300.0,453.0,376.0,302.0,878.0,433.0,6270.0,,12200.0,18600.0,,1450.0,343.0,5090.0,4000.0,72400.0,813.0,125.0,477.0,,46400.0,2850.0,6230.0,1340.0,90900.0,528.0,,,247.0,2060.0,1880.0,262.0,,506.0,,566.0,9680.0,3650.0,1980.0,256.0,4860.0,4590.0,225.0,2330.0,16300.0,187.0,314.0,905.0,26300.0,36600.0,227.0,17500.0,7270.0,3510.0,2290.0,15900.0,993.0,1130.0,467.0,4080.0,12800.0,11600.0,6250.0,1980.0,21300.0,1560.0,3180.0,2740.0,286.0,8660.0,1500.0,7280.0,369.0,29900.0,26400.0,10400.0,5140.0,216.0,,510.0,,2080.0,,,1900.0,,956.0,1710.0,,207.0,333.0,2510.0,155.0,,565.0,2250.0,2200.0,3140.0,4550.0,1370.0,,250.0,991.0,284.0,31600.0,7330.0,623.0,2710.0,3730.0,,361.0,1460.0,1660.0,425.0,3730.0,462.0,708.0
1998-01-01,19000.0,27500.0,,8360.0,872.0,608.0,491.0,8280.0,,27300.0,21300.0,19100.0,562.0,1130.0,10800.0,392.0,25500.0,256.0,1770.0,10000.0,139.0,375.0,51400.0,12800.0,1040.0,5110.0,18500.0,706.0,2830.0,1510.0,3060.0,20900.0,138.0,277.0,658.0,41500.0,817.0,5270.0,637.0,826.0,2550.0,3760.0,40500.0,2330.0,1230.0,,15000.0,6450.0,27300.0,735.0,33400.0,3680.0,2520.0,1560.0,2320.0,4050.0,1320.0,203.0,15500.0,125.0,26000.0,2070.0,2030.0,24500.0,25100.0,3840.0,26100.0,3360.0,805.0,416.0,20500.0,725.0,424.0,762.0,13400.0,1810.0,,169.0,973.0,25800.0,870.0,5650.0,449.0,4730.0,470.0,24200.0,19300.0,18500.0,425.0,,1610.0,31000.0,22300.0,3420.0,1730.0,31000.0,475.0,345.0,267.0,839.0,429.0,6470.0,,8130.0,15100.0,,1470.0,246.0,5540.0,4300.0,76900.0,841.0,141.0,450.0,,47900.0,3150.0,5440.0,1410.0,93100.0,449.0,,,253.0,2090.0,1770.0,267.0,,477.0,,539.0,10100.0,3590.0,2060.0,164.0,4990.0,3230.0,249.0,2110.0,15400.0,203.0,274.0,939.0,27500.0,34800.0,219.0,14700.0,6490.0,3730.0,2160.0,16500.0,742.0,971.0,453.0,4480.0,14300.0,12200.0,6330.0,1760.0,18600.0,1870.0,2420.0,1830.0,277.0,7560.0,1210.0,7720.0,346.0,30100.0,21800.0,11200.0,5530.0,170.0,,536.0,,2080.0,,,2040.0,,975.0,1530.0,,226.0,344.0,1840.0,220.0,,593.0,2340.0,1950.0,4390.0,4790.0,1370.0,,297.0,835.0,289.0,32900.0,7710.0,623.0,2950.0,3890.0,,361.0,1470.0,1560.0,382.0,3290.0,369.0,523.0
1999-01-01,19300.0,29200.0,,8570.0,1100.0,597.0,455.0,7760.0,,27100.0,20500.0,19400.0,574.0,1250.0,11300.0,394.0,25400.0,267.0,1660.0,10300.0,123.0,369.0,54200.0,14200.0,996.0,3500.0,20500.0,764.0,3180.0,1210.0,3160.0,22100.0,103.0,280.0,773.0,40600.0,783.0,4780.0,676.0,870.0,2200.0,4110.0,42400.0,2560.0,1360.0,,15200.0,6290.0,26800.0,753.0,33400.0,3830.0,2550.0,1560.0,1600.0,4140.0,1390.0,182.0,15900.0,120.0,26200.0,2410.0,2050.0,24600.0,24800.0,3900.0,26600.0,3740.0,629.0,420.0,20200.0,683.0,402.0,1240.0,13100.0,1670.0,,180.0,938.0,25100.0,880.0,5140.0,493.0,4780.0,680.0,26200.0,19000.0,20700.0,455.0,,1610.0,32300.0,21900.0,3430.0,1740.0,35000.0,423.0,258.0,294.0,868.0,432.0,6790.0,,10400.0,16600.0,,1130.0,275.0,5510.0,4470.0,81500.0,822.0,161.0,436.0,,51700.0,3500.0,7060.0,1390.0,91400.0,321.0,,,244.0,2070.0,1810.0,258.0,,445.0,,535.0,10300.0,3650.0,2200.0,161.0,5660.0,3460.0,255.0,2060.0,14600.0,190.0,299.0,967.0,27800.0,36400.0,222.0,15300.0,7230.0,3830.0,1930.0,16300.0,663.0,1090.0,448.0,4350.0,15200.0,12500.0,6010.0,1600.0,21700.0,1580.0,2440.0,1330.0,231.0,8200.0,1200.0,7750.0,319.0,30600.0,21800.0,11400.0,5640.0,166.0,32100.0,535.0,,1920.0,,,2100.0,,992.0,1480.0,,192.0,332.0,1990.0,178.0,,551.0,2430.0,2000.0,4010.0,5380.0,1460.0,,301.0,636.0,255.0,34600.0,7250.0,702.0,3080.0,4090.0,,374.0,1480.0,1490.0,449.0,3180.0,346.0,554.0
2000-01-01,21400.0,34500.0,,10100.0,1190.0,621.0,656.0,7700.0,,24500.0,21700.0,20600.0,655.0,1440.0,11700.0,403.0,23200.0,227.0,1630.0,13600.0,130.0,339.0,56300.0,18100.0,989.0,3770.0,21300.0,778.0,3300.0,1270.0,3490.0,24000.0,407.0,251.0,1030.0,37800.0,664.0,5130.0,583.0,955.0,2500.0,4060.0,43300.0,2740.0,1220.0,,14300.0,5990.0,23700.0,763.0,30700.0,4820.0,2770.0,1730.0,1460.0,4070.0,1510.0,179.0,14800.0,125.0,24300.0,2070.0,2170.0,22900.0,22500.0,4140.0,26300.0,5120.0,692.0,265.0,19000.0,637.0,342.0,2020.0,12000.0,1720.0,,291.0,957.0,25800.0,1140.0,4920.0,461.0,4610.0,790.0,26100.0,20900.0,20400.0,457.0,,1540.0,31800.0,20100.0,3480.0,1760.0,37300.0,406.0,280.0,299.0,815.0,382.0,9220.0,,11900.0,19800.0,,1230.0,321.0,5330.0,4980.0,75100.0,855.0,183.0,416.0,,48800.0,4170.0,7390.0,1280.0,82500.0,354.0,1630.0,,246.0,2130.0,1840.0,236.0,,474.0,,478.0,10400.0,3860.0,2290.0,154.0,6580.0,4000.0,236.0,2060.0,12600.0,164.0,378.0,1000.0,26000.0,38100.0,237.0,13600.0,8900.0,3800.0,1960.0,14500.0,655.0,1040.0,514.0,4490.0,16200.0,11500.0,7830.0,1530.0,29900.0,1660.0,870.0,1770.0,207.0,9350.0,1060.0,7580.0,356.0,29300.0,23800.0,10200.0,5400.0,154.0,28700.0,475.0,,1910.0,,550.0,2200.0,,1180.0,1430.0,,167.0,266.0,1970.0,139.0,431.0,645.0,2250.0,1930.0,4220.0,6430.0,1460.0,,308.0,636.0,255.0,36400.0,6870.0,558.0,3670.0,4800.0,,433.0,1470.0,1540.0,550.0,3100.0,356.0,535.0
2001-01-01,21800.0,33000.0,115.0,9800.0,1340.0,692.0,621.0,7210.0,,24500.0,19500.0,20700.0,704.0,1480.0,11600.0,401.0,23100.0,235.0,1780.0,12800.0,128.0,348.0,58900.0,16500.0,939.0,3160.0,21500.0,820.0,3080.0,1240.0,3560.0,23600.0,154.0,252.0,872.0,38500.0,682.0,4630.0,589.0,1050.0,2420.0,4090.0,41600.0,2840.0,1250.0,,14700.0,6590.0,23700.0,780.0,30800.0,4930.0,2830.0,1700.0,1910.0,4490.0,1450.0,183.0,15400.0,121.0,24900.0,2040.0,2240.0,24500.0,22500.0,4000.0,25900.0,5110.0,734.0,275.0,19300.0,543.0,319.0,2730.0,12400.0,1630.0,,301.0,931.0,25200.0,1190.0,5250.0,412.0,5250.0,757.0,28100.0,20100.0,20800.0,466.0,,1730.0,28600.0,20400.0,3490.0,1820.0,32700.0,404.0,308.0,319.0,749.0,406.0,9960.0,,11300.0,17600.0,,1490.0,323.0,5260.0,4660.0,74400.0,838.0,172.0,377.0,,47600.0,4470.0,6490.0,1290.0,82500.0,408.0,1910.0,,279.0,2210.0,1800.0,249.0,,524.0,,464.0,9970.0,3790.0,3180.0,148.0,6880.0,3880.0,217.0,1840.0,,171.0,350.0,1030.0,26600.0,38500.0,254.0,13900.0,8690.0,3790.0,1960.0,,558.0,962.0,492.0,4980.0,18200.0,11700.0,8280.0,1400.0,28700.0,1830.0,1630.0,2100.0,191.0,8760.0,946.0,7660.0,373.0,27000.0,21600.0,10500.0,5710.0,251.0,29700.0,482.0,,1610.0,,540.0,2310.0,,1260.0,1260.0,,198.0,267.0,1830.0,172.0,519.0,777.0,2290.0,1700.0,3060.0,6940.0,1390.0,,306.0,781.0,233.0,37300.0,6280.0,457.0,3980.0,4940.0,,449.0,1360.0,1560.0,547.0,2710.0,395.0,538.0
